year,month,zip_code,customer_type,monthly_usage,lat,lng,geometry
2016.0,7,37135.0,commercial,2919.0,35.946013,-86.661944,POINT (-86.66194400000001 35.946013)
2016.0,7,37243.0,commercial,40551.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,7,37216.0,commercial,4139907.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2016.0,7,37082.0,commercial,363.0,36.08832,-87.117051,POINT (-87.117051 36.08832)
2016.0,7,37086.0,commercial,554519.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,7,37203.0,commercial,79816654.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2016.0,7,37027.0,commercial,1009716.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2016.0,7,37221.0,commercial,5234110.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2016.0,7,37080.0,commercial,210066.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,7,37220.0,commercial,2144305.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2016.0,7,37122.0,commercial,7590.0,36.187906,-86.500085,POINT (-86.500085 36.187906)
2016.0,7,37204.0,commercial,15862414.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,7,37218.0,commercial,619583.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2016.0,7,37069.0,commercial,76960.0,35.985493,-86.899213,POINT (-86.899213 35.985493)
2016.0,7,37138.0,commercial,25314490.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2016.0,7,37228.0,commercial,214810.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,7,37210.0,commercial,32450349.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2016.0,8,37080.0,commercial,702459.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,8,37243.0,commercial,41993.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,8,37211.0,commercial,22445318.0,36.069132,-86.724578,POINT (-86.72457799999999 36.069132)
2016.0,8,37217.0,commercial,1160292.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2016.0,8,37080.0,commercial,204075.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,8,37228.0,commercial,6282891.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,8,37220.0,commercial,2459473.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2016.0,8,37218.0,commercial,5861779.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2016.0,8,37015.0,commercial,14131.0,36.29003,-87.070106,POINT (-87.070106 36.29003)
2016.0,8,37152.0,commercial,26664.0,36.396526,-86.765833,POINT (-86.765833 36.396526)
2016.0,8,37072.0,commercial,1482393.0,36.350389,-86.731255,POINT (-86.731255 36.350389)
2016.0,8,37214.0,commercial,31841023.0,36.168995,-86.667231,POINT (-86.667231 36.168995)
2016.0,8,37189.0,commercial,2940641.0,36.279393,-86.826731,POINT (-86.826731 36.279393)
2016.0,8,37115.0,commercial,11849280.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2016.0,8,37227.0,commercial,141060.0,36.129798,-86.666977,POINT (-86.666977 36.129798)
2016.0,8,37013.0,commercial,1124764.0,36.049335,-86.641832,POINT (-86.64183199999999 36.049335)
2016.0,8,37069.0,commercial,4880.0,35.985493,-86.899213,POINT (-86.899213 35.985493)
2016.0,8,37243.0,commercial,3013120.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,8,37209.0,commercial,30671333.0,36.149599,-86.874487,POINT (-86.874487 36.149599)
2016.0,8,37203.0,commercial,81893903.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2016.0,8,37221.0,commercial,868560.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2016.0,8,37143.0,commercial,29415.0,36.12259,-87.03587,POINT (-87.03587 36.12259)
2016.0,8,37218.0,commercial,588821.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2016.0,8,37242.0,commercial,345600.0,36.165017,-86.782171,POINT (-86.78217100000001 36.165017)
2016.0,8,37214.0,commercial,1180591.0,36.168995,-86.667231,POINT (-86.667231 36.168995)
2016.0,8,37082.0,commercial,367.0,36.08832,-87.117051,POINT (-87.117051 36.08832)
2016.0,8,37228.0,commercial,216277.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,8,37208.0,commercial,17045455.0,36.176427,-86.805176,POINT (-86.805176 36.176427)
2016.0,8,37138.0,commercial,509354.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2016.0,8,37115.0,commercial,1465271.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2016.0,8,37211.0,commercial,2855129.0,36.069132,-86.724578,POINT (-86.72457799999999 36.069132)
2016.0,8,37206.0,commercial,933551.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2016.0,8,37207.0,commercial,17457696.0,36.224945,-86.775061,POINT (-86.77506099999999 36.224945)
2016.0,8,37213.0,commercial,3522634.0,36.167552,-86.767564,POINT (-86.76756399999999 36.167552)
2016.0,8,37219.0,commercial,7098513.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2016.0,8,37207.0,commercial,1337135.0,36.224945,-86.775061,POINT (-86.77506099999999 36.224945)
2016.0,8,37013.0,commercial,16021472.0,36.049335,-86.641832,POINT (-86.64183199999999 36.049335)
2016.0,8,37015.0,commercial,52189.0,36.29003,-87.070106,POINT (-87.070106 36.29003)
2016.0,8,37234.0,commercial,40.0,36.159965,-86.783617,POINT (-86.78361700000001 36.159965)
2016.0,8,37201.0,commercial,8936600.0,36.164553,-86.776977,POINT (-86.776977 36.164553)
2016.0,8,37073.0,commercial,101720.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2016.0,8,37213.0,commercial,175475.0,36.167552,-86.767564,POINT (-86.76756399999999 36.167552)
2016.0,8,37210.0,commercial,33802243.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2016.0,8,37216.0,commercial,4525599.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2016.0,8,37206.0,commercial,4792177.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2016.0,8,37205.0,commercial,739244.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2016.0,8,37076.0,commercial,959844.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2016.0,8,37066.0,commercial,57525.0,36.387698,-86.459057,POINT (-86.459057 36.387698)
2016.0,8,37212.0,commercial,12344693.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2016.0,8,37209.0,commercial,1989398.0,36.149599,-86.874487,POINT (-86.874487 36.149599)
2016.0,8,37152.0,commercial,65880.0,36.396526,-86.765833,POINT (-86.765833 36.396526)
2016.0,8,37027.0,commercial,987598.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2016.0,8,37227.0,commercial,450.0,36.129798,-86.666977,POINT (-86.666977 36.129798)
2016.0,8,37215.0,commercial,5719080.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2016.0,8,37075.0,commercial,11247769.0,36.323052,-86.60557,POINT (-86.60557 36.323052)
2016.0,8,37208.0,commercial,1112913.0,36.176427,-86.805176,POINT (-86.805176 36.176427)
2016.0,8,37205.0,commercial,12435774.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2016.0,8,37202.0,commercial,31400.0,36.158527,-86.782923,POINT (-86.782923 36.158527)
2016.0,8,37238.0,commercial,103500.0,36.166067,-86.779698,POINT (-86.779698 36.166067)
2016.0,8,37216.0,commercial,570480.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2016.0,8,37138.0,commercial,25558051.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2016.0,8,37219.0,commercial,165332.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2016.0,8,37075.0,commercial,1854059.0,36.323052,-86.60557,POINT (-86.60557 36.323052)
2016.0,8,37217.0,commercial,14445813.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2016.0,8,37027.0,commercial,12039444.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2016.0,8,37201.0,commercial,196802.0,36.164553,-86.776977,POINT (-86.776977 36.164553)
2016.0,8,37215.0,commercial,1000061.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2016.0,8,37086.0,commercial,21896103.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,8,37069.0,commercial,78880.0,35.985493,-86.899213,POINT (-86.899213 35.985493)
2016.0,8,37212.0,commercial,779658.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2016.0,8,37229.0,commercial,1269000.0,36.166687,-86.779932,POINT (-86.779932 36.166687)
2016.0,8,37203.0,commercial,2092479.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2016.0,8,37204.0,commercial,1551102.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,8,37086.0,commercial,568734.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,8,37204.0,commercial,17715956.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,8,37072.0,commercial,11448103.0,36.350389,-86.731255,POINT (-86.731255 36.350389)
2016.0,8,37135.0,commercial,2628.0,35.946013,-86.661944,POINT (-86.66194400000001 35.946013)
2016.0,8,37076.0,commercial,9204007.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2016.0,8,37122.0,commercial,8101.0,36.187906,-86.500085,POINT (-86.500085 36.187906)
2016.0,8,37066.0,commercial,564886.0,36.387698,-86.459057,POINT (-86.459057 36.387698)
2016.0,8,37073.0,commercial,18040.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2016.0,8,37221.0,commercial,4813799.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2016.0,8,37220.0,commercial,191766.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2016.0,8,37189.0,commercial,115777.0,36.279393,-86.826731,POINT (-86.826731 36.279393)
2016.0,8,37210.0,commercial,2552228.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2016.0,9,37201.0,commercial,8500914.0,36.164553,-86.776977,POINT (-86.776977 36.164553)
2016.0,9,37013.0,commercial,1180006.0,36.049335,-86.641832,POINT (-86.64183199999999 36.049335)
2016.0,9,37221.0,commercial,868207.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2016.0,9,37086.0,commercial,20682665.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,9,37213.0,commercial,167794.0,36.167552,-86.767564,POINT (-86.76756399999999 36.167552)
2016.0,9,37216.0,commercial,551284.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2016.0,9,37115.0,commercial,1498427.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2016.0,9,37227.0,commercial,423.0,36.129798,-86.666977,POINT (-86.666977 36.129798)
2016.0,9,37076.0,commercial,8621873.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2016.0,9,37015.0,commercial,15394.0,36.29003,-87.070106,POINT (-87.070106 36.29003)
2016.0,9,37205.0,commercial,809575.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2016.0,9,37138.0,commercial,505766.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2016.0,9,37243.0,commercial,2891220.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,9,37210.0,commercial,2362461.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2016.0,9,37208.0,commercial,1099018.0,36.176427,-86.805176,POINT (-86.805176 36.176427)
2016.0,9,37138.0,commercial,23904389.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2016.0,9,37228.0,commercial,5895574.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,9,37207.0,commercial,16641529.0,36.224945,-86.775061,POINT (-86.77506099999999 36.224945)
2016.0,9,37220.0,commercial,185090.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2016.0,9,37215.0,commercial,1139280.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2016.0,9,37243.0,commercial,46400.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,9,37080.0,commercial,793690.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,9,37220.0,commercial,2179113.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2016.0,9,37218.0,commercial,5882008.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2016.0,9,37211.0,commercial,2767376.0,36.069132,-86.724578,POINT (-86.72457799999999 36.069132)
2016.0,9,37204.0,commercial,1447014.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,9,37066.0,commercial,558435.0,36.387698,-86.459057,POINT (-86.459057 36.387698)
2016.0,9,37234.0,commercial,40.0,36.159965,-86.783617,POINT (-86.78361700000001 36.159965)
2016.0,9,37242.0,commercial,331200.0,36.165017,-86.782171,POINT (-86.78217100000001 36.165017)
2016.0,9,37206.0,commercial,856854.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2016.0,9,37072.0,commercial,1381511.0,36.350389,-86.731255,POINT (-86.731255 36.350389)
2016.0,9,37075.0,commercial,1851130.0,36.323052,-86.60557,POINT (-86.60557 36.323052)
2016.0,9,37205.0,commercial,12969587.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2016.0,9,37217.0,commercial,1110869.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2016.0,9,37122.0,commercial,7680.0,36.187906,-86.500085,POINT (-86.500085 36.187906)
2016.0,9,37189.0,commercial,2929097.0,36.279393,-86.826731,POINT (-86.826731 36.279393)
2016.0,9,37203.0,commercial,2124414.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2016.0,9,37069.0,commercial,91760.0,35.985493,-86.899213,POINT (-86.899213 35.985493)
2016.0,9,37221.0,commercial,4730233.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2016.0,9,37202.0,commercial,33400.0,36.158527,-86.782923,POINT (-86.782923 36.158527)
2016.0,9,37214.0,commercial,1183433.0,36.168995,-86.667231,POINT (-86.667231 36.168995)
2016.0,9,37072.0,commercial,11112486.0,36.350389,-86.731255,POINT (-86.731255 36.350389)
2016.0,9,37075.0,commercial,11111254.0,36.323052,-86.60557,POINT (-86.60557 36.323052)
2016.0,9,37152.0,commercial,23295.0,36.396526,-86.765833,POINT (-86.765833 36.396526)
2016.0,9,37201.0,commercial,184128.0,36.164553,-86.776977,POINT (-86.776977 36.164553)
2016.0,9,37214.0,commercial,29889513.0,36.168995,-86.667231,POINT (-86.667231 36.168995)
2016.0,9,37217.0,commercial,13445438.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2016.0,9,37076.0,commercial,938898.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2016.0,9,37207.0,commercial,1249393.0,36.224945,-86.775061,POINT (-86.77506099999999 36.224945)
2016.0,9,37027.0,commercial,12040912.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2016.0,9,37082.0,commercial,427.0,36.08832,-87.117051,POINT (-87.117051 36.08832)
2016.0,9,37080.0,commercial,209000.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,9,37069.0,commercial,5194.0,35.985493,-86.899213,POINT (-86.899213 35.985493)
2016.0,9,37189.0,commercial,122530.0,36.279393,-86.826731,POINT (-86.826731 36.279393)
2016.0,9,37219.0,commercial,155045.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2016.0,9,37210.0,commercial,29896818.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2016.0,9,37219.0,commercial,7325263.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2016.0,9,37206.0,commercial,4568234.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2016.0,9,37212.0,commercial,768108.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2016.0,9,37215.0,commercial,6736667.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2016.0,9,37204.0,commercial,16568908.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,9,37227.0,commercial,114140.0,36.129798,-86.666977,POINT (-86.666977 36.129798)
2016.0,9,37212.0,commercial,12192123.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2016.0,9,37203.0,commercial,76275085.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2016.0,9,37238.0,commercial,99000.0,36.166067,-86.779698,POINT (-86.779698 36.166067)
2016.0,9,37027.0,commercial,1015611.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2016.0,9,37086.0,commercial,604562.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,9,37115.0,commercial,11709194.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2016.0,9,37152.0,commercial,61920.0,36.396526,-86.765833,POINT (-86.765833 36.396526)
2016.0,9,37208.0,commercial,16576569.0,36.176427,-86.805176,POINT (-86.805176 36.176427)
2016.0,9,37211.0,commercial,21939841.0,36.069132,-86.724578,POINT (-86.72457799999999 36.069132)
2016.0,9,37209.0,commercial,2070871.0,36.149599,-86.874487,POINT (-86.874487 36.149599)
2016.0,9,37209.0,commercial,31506186.0,36.149599,-86.874487,POINT (-86.874487 36.149599)
2016.0,9,37073.0,commercial,16307.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2016.0,9,37013.0,commercial,15909930.0,36.049335,-86.641832,POINT (-86.64183199999999 36.049335)
2016.0,9,37216.0,commercial,4401053.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2016.0,9,37066.0,commercial,55927.0,36.387698,-86.459057,POINT (-86.459057 36.387698)
2016.0,9,37143.0,commercial,30801.0,36.12259,-87.03587,POINT (-87.03587 36.12259)
2016.0,9,37073.0,commercial,96600.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2016.0,9,37228.0,commercial,198904.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,9,37229.0,commercial,1111350.0,36.166687,-86.779932,POINT (-86.779932 36.166687)
2016.0,9,37015.0,commercial,89045.0,36.29003,-87.070106,POINT (-87.070106 36.29003)
2016.0,9,37135.0,commercial,2092.0,35.946013,-86.661944,POINT (-86.66194400000001 35.946013)
2016.0,9,37213.0,commercial,3366672.0,36.167552,-86.767564,POINT (-86.76756399999999 36.167552)
2016.0,9,37218.0,commercial,598035.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2016.0,10,37218.0,commercial,4936292.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2016.0,10,37220.0,commercial,149008.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2016.0,10,37138.0,commercial,356640.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2016.0,10,37229.0,commercial,935850.0,36.166687,-86.779932,POINT (-86.779932 36.166687)
2016.0,10,37217.0,commercial,828251.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2016.0,10,37211.0,commercial,18764243.0,36.069132,-86.724578,POINT (-86.72457799999999 36.069132)
2016.0,10,37080.0,commercial,579003.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,10,37138.0,commercial,22742277.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2016.0,10,37215.0,commercial,895631.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2016.0,10,37207.0,commercial,15125441.0,36.224945,-86.775061,POINT (-86.77506099999999 36.224945)
2016.0,10,37152.0,commercial,56520.0,36.396526,-86.765833,POINT (-86.765833 36.396526)
2016.0,10,37076.0,commercial,716892.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2016.0,10,37143.0,commercial,21910.0,36.12259,-87.03587,POINT (-87.03587 36.12259)
2016.0,10,37228.0,commercial,4856959.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,10,37212.0,commercial,643701.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2016.0,10,37080.0,commercial,152752.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,10,37212.0,commercial,10381481.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2016.0,10,37066.0,commercial,34067.0,36.387698,-86.459057,POINT (-86.459057 36.387698)
2016.0,10,37205.0,commercial,635363.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2016.0,10,37217.0,commercial,11302437.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2016.0,10,37221.0,commercial,4206751.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2016.0,10,37202.0,commercial,27500.0,36.158527,-86.782923,POINT (-86.782923 36.158527)
2016.0,10,37218.0,commercial,441414.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2016.0,10,37152.0,commercial,17437.0,36.396526,-86.765833,POINT (-86.765833 36.396526)
2016.0,10,37214.0,commercial,852260.0,36.168995,-86.667231,POINT (-86.667231 36.168995)
2016.0,10,37069.0,commercial,4979.0,35.985493,-86.899213,POINT (-86.899213 35.985493)
2016.0,10,37122.0,commercial,4517.0,36.187906,-86.500085,POINT (-86.500085 36.187906)
2016.0,10,37189.0,commercial,2512289.0,36.279393,-86.826731,POINT (-86.826731 36.279393)
2016.0,10,37203.0,commercial,68103022.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2016.0,10,37013.0,commercial,13928035.0,36.049335,-86.641832,POINT (-86.64183199999999 36.049335)
2016.0,10,37243.0,commercial,2440750.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,10,37216.0,commercial,3256436.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2016.0,10,37207.0,commercial,944801.0,36.224945,-86.775061,POINT (-86.77506099999999 36.224945)
2016.0,10,37075.0,commercial,8936184.0,36.323052,-86.60557,POINT (-86.60557 36.323052)
2016.0,10,37228.0,commercial,158863.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,10,37210.0,commercial,1753263.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2016.0,10,37213.0,commercial,145578.0,36.167552,-86.767564,POINT (-86.76756399999999 36.167552)
2016.0,10,37216.0,commercial,373815.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2016.0,10,37115.0,commercial,9101569.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2016.0,10,37082.0,commercial,267.0,36.08832,-87.117051,POINT (-87.117051 36.08832)
2016.0,10,37073.0,commercial,69000.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2016.0,10,37206.0,commercial,3305492.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2016.0,10,37073.0,commercial,10046.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2016.0,10,37227.0,commercial,384.0,36.129798,-86.666977,POINT (-86.666977 36.129798)
2016.0,10,37086.0,commercial,19027641.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,10,37201.0,commercial,133836.0,36.164553,-86.776977,POINT (-86.776977 36.164553)
2016.0,10,37220.0,commercial,1724891.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2016.0,10,37203.0,commercial,1670292.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2016.0,10,37219.0,commercial,128045.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2016.0,10,37115.0,commercial,1049001.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2016.0,10,37205.0,commercial,10487016.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2016.0,10,37208.0,commercial,772806.0,36.176427,-86.805176,POINT (-86.805176 36.176427)
2016.0,10,37219.0,commercial,4676287.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2016.0,10,37201.0,commercial,7663655.0,36.164553,-86.776977,POINT (-86.776977 36.164553)
2016.0,10,37242.0,commercial,312000.0,36.165017,-86.782171,POINT (-86.78217100000001 36.165017)
2016.0,10,37211.0,commercial,2170426.0,36.069132,-86.724578,POINT (-86.72457799999999 36.069132)
2016.0,10,37135.0,commercial,1236.0,35.946013,-86.661944,POINT (-86.66194400000001 35.946013)
2016.0,10,37015.0,commercial,42287.0,36.29003,-87.070106,POINT (-87.070106 36.29003)
2016.0,10,37243.0,commercial,29338.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,10,37209.0,commercial,1603843.0,36.149599,-86.874487,POINT (-86.874487 36.149599)
2016.0,10,37204.0,commercial,14108541.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,10,37227.0,commercial,74300.0,36.129798,-86.666977,POINT (-86.666977 36.129798)
2016.0,10,37027.0,commercial,11085664.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2016.0,10,37066.0,commercial,586142.0,36.387698,-86.459057,POINT (-86.459057 36.387698)
2016.0,10,37221.0,commercial,735055.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2016.0,10,37213.0,commercial,3082096.0,36.167552,-86.767564,POINT (-86.76756399999999 36.167552)
2016.0,10,37209.0,commercial,28206263.0,36.149599,-86.874487,POINT (-86.874487 36.149599)
2016.0,10,37189.0,commercial,98235.0,36.279393,-86.826731,POINT (-86.826731 36.279393)
2016.0,10,37015.0,commercial,12389.0,36.29003,-87.070106,POINT (-87.070106 36.29003)
2016.0,10,37204.0,commercial,1073144.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,10,37027.0,commercial,939322.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2016.0,10,37072.0,commercial,10018560.0,36.350389,-86.731255,POINT (-86.731255 36.350389)
2016.0,10,37075.0,commercial,1286129.0,36.323052,-86.60557,POINT (-86.60557 36.323052)
2016.0,10,37214.0,commercial,26665786.0,36.168995,-86.667231,POINT (-86.667231 36.168995)
2016.0,10,37215.0,commercial,5259175.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2016.0,10,37208.0,commercial,14505934.0,36.176427,-86.805176,POINT (-86.805176 36.176427)
2016.0,10,37210.0,commercial,26284216.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2016.0,10,37238.0,commercial,102000.0,36.166067,-86.779698,POINT (-86.779698 36.166067)
2016.0,10,37206.0,commercial,599753.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2016.0,10,37013.0,commercial,964947.0,36.049335,-86.641832,POINT (-86.64183199999999 36.049335)
2016.0,10,37076.0,commercial,7453808.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2016.0,10,37086.0,commercial,434421.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,10,37072.0,commercial,1078260.0,36.350389,-86.731255,POINT (-86.731255 36.350389)
2016.0,10,37234.0,commercial,80.0,36.159965,-86.783617,POINT (-86.78361700000001 36.159965)
2016.0,10,37069.0,commercial,74360.0,35.985493,-86.899213,POINT (-86.899213 35.985493)
2016.0,11,37215.0,commercial,788865.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2016.0,11,37080.0,commercial,502097.0,36.331509,-86.915843,POINT (-86.915843 36.331509)
2016.0,11,37073.0,commercial,57160.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2016.0,11,37213.0,commercial,3048822.0,36.167552,-86.767564,POINT (-86.76756399999999 36.167552)
2016.0,11,37243.0,commercial,23373.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2016.0,11,37204.0,commercial,13451727.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2016.0,11,37212.0,commercial,515372.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2016.0,11,37086.0,commercial,17555402.0,36.014912,-86.5643,POINT (-86.5643 36.014912)
2016.0,11,37228.0,commercial,146776.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2016.0,11,37066.0,commercial,22231.0,36.387698,-86.459057,POINT (-86.459057 36.387698)
2016.0,11,37072.0,commercial,911366.0,36.350389,-86.731255,POINT (-86.731255 36.350389)
