year,month,zip_code,customer_type,monthly_usage,lat,lng,geometry
2015.0,5,37238.0,commercial,91500.0,36.166067,-86.779698,POINT (-86.779698 36.166067)
2015.0,5,37076.0,commercial,851606.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2015.0,5,37243.0,commercial,76752.0,36.166899,-86.77672,POINT (-86.77672 36.166899)
2015.0,5,37210.0,commercial,2186696.0,36.140869,-86.738847,POINT (-86.73884700000001 36.140869)
2015.0,5,37218.0,commercial,4782713.0,36.210699,-86.866798,POINT (-86.866798 36.210699)
2015.0,5,37143.0,commercial,19485.0,36.12259,-87.03587,POINT (-87.03587 36.12259)
2015.0,5,37229.0,commercial,972450.0,36.166687,-86.779932,POINT (-86.779932 36.166687)
2015.0,5,37138.0,commercial,428103.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2015.0,5,37217.0,commercial,11030545.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2015.0,5,37138.0,commercial,21839955.0,36.239455,-86.611783,POINT (-86.611783 36.239455)
2015.0,5,37115.0,commercial,8943587.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2015.0,5,37212.0,commercial,8493601.0,36.133256,-86.801456,POINT (-86.801456 36.133256)
2015.0,5,37013.0,commercial,12378517.0,36.049335,-86.641832,POINT (-86.64183199999999 36.049335)
2015.0,5,37216.0,commercial,539589.0,36.216134,-86.726204,POINT (-86.726204 36.216134)
2015.0,5,37203.0,commercial,1829418.0,36.150195,-86.790206,POINT (-86.790206 36.150195)
2015.0,5,37234.0,commercial,40.0,36.159965,-86.783617,POINT (-86.78361700000001 36.159965)
2015.0,5,37027.0,commercial,10667338.0,36.00245,-86.778709,POINT (-86.77870900000001 36.00245)
2015.0,5,37207.0,commercial,14480156.0,36.224945,-86.775061,POINT (-86.77506099999999 36.224945)
2015.0,5,37015.0,commercial,3433.0,36.29003,-87.070106,POINT (-87.070106 36.29003)
2015.0,5,37201.0,commercial,7672133.0,36.164553,-86.776977,POINT (-86.776977 36.164553)
2015.0,5,37211.0,commercial,2595425.0,36.069132,-86.724578,POINT (-86.72457799999999 36.069132)
2015.0,5,37208.0,commercial,747120.0,36.176427,-86.805176,POINT (-86.805176 36.176427)
2015.0,5,37220.0,commercial,171756.0,36.06788,-86.776955,POINT (-86.776955 36.06788)
2015.0,5,37115.0,commercial,1354120.0,36.262567,-86.704171,POINT (-86.704171 36.262567)
2015.0,5,37073.0,commercial,28840.0,36.42764,-86.812249,POINT (-86.81224899999999 36.42764)
2015.0,5,37217.0,commercial,1201274.0,36.106646,-86.667608,POINT (-86.667608 36.106646)
2015.0,5,37215.0,commercial,4212686.0,36.091316,-86.827959,POINT (-86.82795900000001 36.091316)
2015.0,5,37076.0,commercial,7149774.0,36.175185,-86.5933,POINT (-86.5933 36.175185)
2015.0,5,37228.0,commercial,4874469.0,36.193837,-86.803025,POINT (-86.80302500000001 36.193837)
2015.0,5,37221.0,commercial,739477.0,36.064367,-86.96029,POINT (-86.96029 36.064367)
2015.0,5,37206.0,commercial,2772197.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2015.0,5,37219.0,commercial,6106152.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2015.0,5,37205.0,commercial,9293676.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2015.0,5,37152.0,commercial,47280.0,36.396526,-86.765833,POINT (-86.765833 36.396526)
2015.0,5,37204.0,commercial,14392485.0,36.109305,-86.776748,POINT (-86.776748 36.109305)
2015.0,5,37205.0,commercial,664710.0,36.112469,-86.867263,POINT (-86.86726299999999 36.112469)
2015.0,5,37206.0,commercial,822733.0,36.18095,-86.739624,POINT (-86.73962400000001 36.18095)
2015.0,5,37219.0,commercial,197985.0,36.167467,-86.783669,POINT (-86.783669 36.167467)
2015.0,5,37214.0,commercial,25653667.0,36.168995,-86.667231,POINT (-86.667231 36.168995)
