,year,month,customer_type,monthly_usage,zip_code,geometry,latitude,longitude,geo
0,2015.0,10,COMMERCIAL,216867.0,37219,"(36.167467, -86.783669)",36.167467,-86.78366,POINT (-86.78366 36.167467)
1,2015.0,9,COMMERCIAL,153407.0,37213,"(36.167552, -86.767564)",36.167552,-86.76756,POINT (-86.76756 36.167552)
2,2016.0,4,OUTDOOR LIGHTING,0.0,37076,,,,POINT (nan nan)
3,2016.0,4,COMMERCIAL,1149364.0,37214,,,,POINT (nan nan)
4,2016.0,1,COMMERCIAL,939818.0,37208,"(36.176427, -86.805176)",36.176427,-86.80517,POINT (-86.80517 36.176427)
5,2016.0,1,RESIDENTIAL,4032207.0,37206,"(36.18095, -86.739624)",86.739624,-86.73962,POINT (-86.73962 86.73962400000001)
6,2016.0,1,RESIDENTIAL,833727.0,37015,"(36.29003, -87.070106)",87.070106,-87.07010,POINT (-87.0701 87.070106)
7,2016.0,1,COMMERCIAL,10306428.0,37217,"(36.106646, -86.667608)",36.106646,-86.66760,POINT (-86.66759999999999 36.106646)
8,2016.0,1,OUTDOOR LIGHTING,0.0,37218,"(36.210699, -86.866798)",36.210699,-86.86679,POINT (-86.86678999999999 36.210699)
9,2016.0,1,OUTDOOR LIGHTING,37251.0,37075,"(36.323052, -86.60557)",36.323052,-86.60557,POINT (-86.60557 36.323052)
10,2016.0,1,COMMERCIAL,6754.0,37135,"(35.946013, -86.661944)",35.946013,-86.66194,POINT (-86.66194 35.946013)
11,2016.0,1,COMMERCIAL,302616.0,37066,"(36.387698, -86.459057)",36.387698,-86.45905,POINT (-86.45905 36.387698)
12,2016.0,1,COMMERCIAL,849412.0,37205,"(36.112469, -86.867263)",36.112469,-86.86726,POINT (-86.86726 36.112469)
13,2016.0,1,COMMERCIAL,2140612.0,37209,"(36.149599, -86.874487)",36.149599,-86.87448,POINT (-86.87448000000001 36.149599)
14,2016.0,1,COMMERCIAL,511764.0,37080,"(36.331509, -86.915843)",36.331509,-86.91584,POINT (-86.91584 36.331509)
15,2016.0,1,OUTDOOR LIGHTING,1347.0,37206,"(36.18095, -86.739624)",86.739624,-86.73962,POINT (-86.73962 86.73962400000001)
16,2016.0,1,RESIDENTIAL,7313534.0,37205,"(36.112469, -86.867263)",36.112469,-86.86726,POINT (-86.86726 36.112469)
17,2016.0,1,COMMERCIAL,24607165.0,37214,"(36.168995, -86.667231)",36.168995,-86.66723,POINT (-86.66723 36.168995)
18,2016.0,1,RESIDENTIAL,16520.0,37243,"(36.166899, -86.77672)",36.166899,-86.77672,POINT (-86.77672 36.166899)
19,2016.0,1,OUTDOOR LIGHTING,800.0,37138,"(36.239455, -86.611783)",36.239455,-86.61178,POINT (-86.61178 36.239455)
20,2016.0,1,COMMERCIAL,13104069.0,37204,"(36.109305, -86.776748)",36.109305,-86.77674,POINT (-86.77674 36.109305)
21,2016.0,1,COMMERCIAL,28179.0,37066,"(36.387698, -86.459057)",36.387698,-86.45905,POINT (-86.45905 36.387698)
22,2016.0,1,RESIDENTIAL,2167596.0,37204,"(36.109305, -86.776748)",36.109305,-86.77674,POINT (-86.77674 36.109305)
23,2016.0,1,COMMERCIAL,336000.0,37242,"(36.165017, -86.782171)",36.165017,-86.78217,POINT (-86.78216999999999 36.165017)
24,2016.0,1,COMMERCIAL,4981004.0,37218,"(36.210699, -86.866798)",36.210699,-86.86679,POINT (-86.86678999999999 36.210699)
25,2016.0,1,COMMERCIAL,637662.0,37216,"(36.216134, -86.726204)",36.216134,-86.72620,POINT (-86.72620000000001 36.216134)
26,2016.0,1,COMMERCIAL,13206729.0,37207,"(36.224945, -86.775061)",36.224945,-86.77506,POINT (-86.77506 36.224945)
27,2016.0,1,OUTDOOR LIGHTING,179.0,37207,"(36.224945, -86.775061)",36.224945,-86.77506,POINT (-86.77506 36.224945)
28,2016.0,1,OUTDOOR LIGHTING,700.0,37220,"(36.06788, -86.776955)",86.776955,-86.77695,POINT (-86.77695 86.776955)
29,2016.0,1,OUTDOOR LIGHTING,6302.0,37221,"(36.064367, -86.96029)",36.064367,-86.96029,POINT (-86.96029 36.064367)
30,2016.0,1,COMMERCIAL,502996.0,37218,"(36.210699, -86.866798)",36.210699,-86.86679,POINT (-86.86678999999999 36.210699)
31,2016.0,1,RESIDENTIAL,2271351.0,37220,"(36.06788, -86.776955)",86.776955,-86.77695,POINT (-86.77695 86.776955)
32,2016.0,1,OUTDOOR LIGHTING,256.0,37115,"(36.262567, -86.704171)",36.262567,-86.70417,POINT (-86.70417 36.262567)
33,2016.0,1,OUTDOOR LIGHTING,1640.0,37216,"(36.216134, -86.726204)",36.216134,-86.72620,POINT (-86.72620000000001 36.216134)
34,2016.0,1,RESIDENTIAL,6205021.0,37221,"(36.064367, -86.96029)",36.064367,-86.96029,POINT (-86.96029 36.064367)
35,2016.0,1,COMMERCIAL,2888524.0,37216,"(36.216134, -86.726204)",36.216134,-86.72620,POINT (-86.72620000000001 36.216134)
36,2016.0,1,OUTDOOR LIGHTING,466.0,37217,"(36.106646, -86.667608)",36.106646,-86.66760,POINT (-86.66759999999999 36.106646)
37,2016.0,1,RESIDENTIAL,4501305.0,37086,"(36.014912, -86.5643)",36.014912,,POINT (nan 36.014912)
38,2016.0,1,RESIDENTIAL,3889596.0,37217,"(36.106646, -86.667608)",36.106646,-86.66760,POINT (-86.66759999999999 36.106646)
39,2016.0,1,RESIDENTIAL,7743213.0,37072,"(36.350389, -86.731255)",36.350389,-86.73125,POINT (-86.73125 36.350389)
40,2016.0,1,RESIDENTIAL,181014.0,37135,"(35.946013, -86.661944)",35.946013,-86.66194,POINT (-86.66194 35.946013)
41,2016.0,1,COMMERCIAL,171601.0,37213,"(36.167552, -86.767564)",36.167552,-86.76756,POINT (-86.76756 36.167552)
42,2016.0,1,COMMERCIAL,1069447.0,37189,"(36.279393, -86.826731)",36.279393,-86.82673,POINT (-86.82673 36.279393)
43,2016.0,1,RESIDENTIAL,6808721.0,37027,"(36.00245, -86.778709)",86.778709,-86.77870,POINT (-86.7787 86.77870900000001)
44,2016.0,1,OUTDOOR LIGHTING,8669.0,37204,"(36.109305, -86.776748)",36.109305,-86.77674,POINT (-86.77674 36.109305)
45,2016.0,1,COMMERCIAL,51720.0,37152,"(36.396526, -86.765833)",36.396526,-86.76583,POINT (-86.76582999999999 36.396526)
46,2016.0,1,COMMERCIAL,6639860.0,37076,"(36.175185, -86.5933)",36.175185,,POINT (nan 36.175185)
47,2016.0,1,COMMERCIAL,259361.0,37220,"(36.06788, -86.776955)",86.776955,-86.77695,POINT (-86.77695 86.776955)
48,2016.0,1,RESIDENTIAL,8287184.0,37211,"(36.069132, -86.724578)",36.069132,-86.72457,POINT (-86.72457 36.069132)
49,2016.0,1,RESIDENTIAL,1883052.0,37080,"(36.331509, -86.915843)",36.331509,-86.91584,POINT (-86.91584 36.331509)
50,2016.0,1,COMMERCIAL,1599527.0,37189,"(36.279393, -86.826731)",36.279393,-86.82673,POINT (-86.82673 36.279393)
51,2016.0,1,COMMERCIAL,1540869.0,37207,"(36.224945, -86.775061)",36.224945,-86.77506,POINT (-86.77506 36.224945)
52,2016.0,1,RESIDENTIAL,1625581.0,37212,"(36.133256, -86.801456)",36.133256,-86.80145,POINT (-86.80145 36.133256)
53,2016.0,1,RESIDENTIAL,461.0,37213,"(36.167552, -86.767564)",36.167552,-86.76756,POINT (-86.76756 36.167552)
54,2016.0,1,RESIDENTIAL,46367.0,37228,"(36.193837, -86.803025)",36.193837,-86.80302,POINT (-86.80302 36.193837)
55,2016.0,1,COMMERCIAL,1506851.0,37204,"(36.109305, -86.776748)",36.109305,-86.77674,POINT (-86.77674 36.109305)
56,2016.0,1,COMMERCIAL,15076687.0,37208,"(36.176427, -86.805176)",36.176427,-86.80517,POINT (-86.80517 36.176427)
57,2016.0,1,COMMERCIAL,12725654.0,37013,"(36.049335, -86.641832)",36.049335,-86.64183,POINT (-86.64183 36.049335)
58,2016.0,1,COMMERCIAL,13026.0,37152,"(36.396526, -86.765833)",36.396526,-86.76583,POINT (-86.76582999999999 36.396526)
59,2016.0,1,COMMERCIAL,1017274.0,37027,"(36.00245, -86.778709)",86.778709,-86.77870,POINT (-86.7787 86.77870900000001)
60,2016.0,1,OUTDOOR LIGHTING,0.0,37080,"(36.331509, -86.915843)",36.331509,-86.91584,POINT (-86.91584 36.331509)
61,2016.0,1,COMMERCIAL,655683.0,37086,"(36.014912, -86.5643)",36.014912,,POINT (nan 36.014912)
62,2016.0,1,COMMERCIAL,4854011.0,37215,"(36.091316, -86.827959)",36.091316,-86.82795,POINT (-86.82795 36.091316)
63,2016.0,1,SEASONAL CUSTOMER,8200.0,37210,"(36.140869, -86.738847)",36.140869,-86.73884,POINT (-86.73884 36.140869)
64,2016.0,1,COMMERCIAL,5035.0,37015,"(36.29003, -87.070106)",87.070106,-87.07010,POINT (-87.0701 87.070106)
65,2016.0,1,COMMERCIAL,28054.0,37143,"(36.12259, -87.03587)",,-87.03587,POINT (-87.03587 nan)
66,2016.0,1,SEASONAL CUSTOMER,0.0,37212,"(36.133256, -86.801456)",36.133256,-86.80145,POINT (-86.80145 36.133256)
67,2016.0,1,RESIDENTIAL,8114.0,37152,"(36.396526, -86.765833)",36.396526,-86.76583,POINT (-86.76582999999999 36.396526)
68,2016.0,1,COMMERCIAL,4938048.0,37228,"(36.193837, -86.803025)",36.193837,-86.80302,POINT (-86.80302 36.193837)
69,2016.0,1,COMMERCIAL,8221125.0,37075,"(36.323052, -86.60557)",36.323052,-86.60557,POINT (-86.60557 36.323052)
70,2016.0,1,OUTDOOR LIGHTING,3411.0,37215,"(36.091316, -86.827959)",36.091316,-86.82795,POINT (-86.82795 36.091316)
71,2016.0,1,COMMERCIAL,25251510.0,37209,"(36.149599, -86.874487)",36.149599,-86.87448,POINT (-86.87448000000001 36.149599)
72,2016.0,1,RESIDENTIAL,88599.0,37073,"(36.42764, -86.812249)",86.812249,-86.81224,POINT (-86.81224 86.81224899999999)
73,2016.0,1,COMMERCIAL,184315.0,37201,"(36.164553, -86.776977)",36.164553,-86.77697,POINT (-86.77697000000001 36.164553)
74,2016.0,1,COMMERCIAL,1000319.0,37076,"(36.175185, -86.5933)",36.175185,,POINT (nan 36.175185)
75,2016.0,1,COMMERCIAL,261735.0,37080,"(36.331509, -86.915843)",36.331509,-86.91584,POINT (-86.91584 36.331509)
76,2016.0,1,COMMERCIAL,2040109.0,37203,"(36.150195, -86.790206)",36.150195,-86.79020,POINT (-86.7902 36.150195)
77,2016.0,1,OUTDOOR LIGHTING,9741.0,37209,"(36.149599, -86.874487)",36.149599,-86.87448,POINT (-86.87448000000001 36.149599)
78,2016.0,1,OUTDOOR LIGHTING,4319.0,37205,"(36.112469, -86.867263)",36.112469,-86.86726,POINT (-86.86726 36.112469)
79,2016.0,1,RESIDENTIAL,10101618.0,37013,"(36.049335, -86.641832)",36.049335,-86.64183,POINT (-86.64183 36.049335)
80,2016.0,1,COMMERCIAL,40.0,37234,"(36.159965, -86.783617)",36.159965,-86.78361,POINT (-86.78361 36.159965)
81,2016.0,1,COMMERCIAL,1219238.0,37215,"(36.091316, -86.827959)",36.091316,-86.82795,POINT (-86.82795 36.091316)
82,2016.0,1,COMMERCIAL,1388802.0,37072,"(36.350389, -86.731255)",36.350389,-86.73125,POINT (-86.73125 36.350389)
83,2016.0,1,COMMERCIAL,1379797.0,37214,"(36.168995, -86.667231)",36.168995,-86.66723,POINT (-86.66723 36.168995)
84,2016.0,1,RESIDENTIAL,1186010.0,37189,"(36.279393, -86.826731)",36.279393,-86.82673,POINT (-86.82673 36.279393)
85,2016.0,1,RESIDENTIAL,6307370.0,37076,"(36.175185, -86.5933)",36.175185,,POINT (nan 36.175185)
86,2016.0,1,COMMERCIAL,230295.0,37228,"(36.193837, -86.803025)",36.193837,-86.80302,POINT (-86.80302 36.193837)
87,2016.0,1,RESIDENTIAL,511155.0,37069,"(35.985493, -86.899213)",35.985493,-86.89921,POINT (-86.89921 35.985493)
88,2016.0,1,COMMERCIAL,3461093.0,37221,"(36.064367, -86.96029)",36.064367,-86.96029,POINT (-86.96029 36.064367)
89,2016.0,1,COMMERCIAL,22081204.0,37210,"(36.140869, -86.738847)",36.140869,-86.73884,POINT (-86.73884 36.140869)
90,2016.0,1,COMMERCIAL,851735.0,37212,"(36.133256, -86.801456)",36.133256,-86.80145,POINT (-86.80145 36.133256)
91,2016.0,1,OUTDOOR LIGHTING,9113.0,37210,"(36.140869, -86.738847)",36.140869,-86.73884,POINT (-86.73884 36.140869)
92,2016.0,1,COMMERCIAL,66277.0,37015,"(36.29003, -87.070106)",87.070106,-87.07010,POINT (-87.0701 87.070106)
93,2016.0,1,COMMERCIAL,3231976.0,37206,"(36.18095, -86.739624)",86.739624,-86.73962,POINT (-86.73962 86.73962400000001)
94,2016.0,1,OUTDOOR LIGHTING,6371.0,37086,"(36.014912, -86.5643)",36.014912,,POINT (nan 36.014912)
95,2016.0,1,RESIDENTIAL,4682562.0,37138,"(36.239455, -86.611783)",36.239455,-86.61178,POINT (-86.61178 36.239455)
96,2016.0,1,RESIDENTIAL,8291.0,37064,"(35.889628, -86.926986)",35.889628,-86.92698,POINT (-86.92698 35.889628)
97,2016.0,1,SEASONAL CUSTOMER,0.0,37072,"(36.350389, -86.731255)",36.350389,-86.73125,POINT (-86.73125 36.350389)
98,2016.0,1,COMMERCIAL,16076239.0,37211,"(36.069132, -86.724578)",36.069132,-86.72457,POINT (-86.72457 36.069132)
99,2016.0,1,COMMERCIAL,1412630.0,37217,"(36.106646, -86.667608)",36.106646,-86.66760,POINT (-86.66759999999999 36.106646)
100,2016.0,1,COMMERCIAL,263592.0,37219,"(36.167467, -86.783669)",36.167467,-86.78366,POINT (-86.78366 36.167467)
101,2016.0,2,COMMERCIAL,529335.0,37080,,,,POINT (nan nan)
102,2016.0,1,RESIDENTIAL,37338.0,37082,"(36.08832, -87.117051)",87.117051,-87.11705,POINT (-87.11705000000001 87.117051)
103,2016.0,1,COMMERCIAL,5624.0,37069,"(35.985493, -86.899213)",35.985493,-86.89921,POINT (-86.89921 35.985493)
104,2016.0,1,OUTDOOR LIGHTING,1660.0,37211,"(36.069132, -86.724578)",36.069132,-86.72457,POINT (-86.72457 36.069132)
105,2016.0,1,COMMERCIAL,21379001.0,37138,"(36.239455, -86.611783)",36.239455,-86.61178,POINT (-86.61178 36.239455)
106,2016.0,1,COMMERCIAL,1685462.0,37115,"(36.262567, -86.704171)",36.262567,-86.70417,POINT (-86.70417 36.262567)
107,2016.0,1,COMMERCIAL,66040.0,37069,"(35.985493, -86.899213)",35.985493,-86.89921,POINT (-86.89921 35.985493)
108,2016.0,1,COMMERCIAL,17271503.0,37086,"(36.014912, -86.5643)",36.014912,,POINT (nan 36.014912)
109,2016.0,1,COMMERCIAL,504044.0,37138,"(36.239455, -86.611783)",36.239455,-86.61178,POINT (-86.61178 36.239455)
110,2016.0,1,RESIDENTIAL,9398417.0,37207,"(36.224945, -86.775061)",36.224945,-86.77506,POINT (-86.77506 36.224945)
111,2016.0,1,COMMERCIAL,464.0,37082,"(36.08832, -87.117051)",87.117051,-87.11705,POINT (-87.11705000000001 87.117051)
112,2016.0,1,COMMERCIAL,16600.0,37202,"(36.158527, -86.782923)",36.158527,-86.78292,POINT (-86.78292 36.158527)
113,2016.0,1,OUTDOOR LIGHTING,966.0,37072,"(36.350389, -86.731255)",36.350389,-86.73125,POINT (-86.73125 36.350389)
114,2016.0,1,OUTDOOR LIGHTING,3895.0,37013,"(36.049335, -86.641832)",36.049335,-86.64183,POINT (-86.64183 36.049335)
115,2016.0,1,COMMERCIAL,249000.0,37238,"(36.166067, -86.779698)",36.166067,-86.77969,POINT (-86.77969 36.166067)
116,2016.0,1,COMMERCIAL,970257.0,37221,"(36.064367, -86.96029)",36.064367,-86.96029,POINT (-86.96029 36.064367)
117,2016.0,1,COMMERCIAL,10371052.0,37027,"(36.00245, -86.778709)",86.778709,-86.77870,POINT (-86.7787 86.77870900000001)
118,2016.0,1,COMMERCIAL,504000.0,,,,,POINT (nan nan)
119,2016.0,1,RESIDENTIAL,31709.0,37219,"(36.167467, -86.783669)",36.167467,-86.78366,POINT (-86.78366 36.167467)
120,2016.0,1,RESIDENTIAL,2489765.0,37210,"(36.140869, -86.738847)",36.140869,-86.73884,POINT (-86.73884 36.140869)
121,2016.0,1,OUTDOOR LIGHTING,0.0,37189,"(36.279393, -86.826731)",36.279393,-86.82673,POINT (-86.82673 36.279393)
122,2016.0,1,RESIDENTIAL,4825946.0,37209,"(36.149599, -86.874487)",36.149599,-86.87448,POINT (-86.87448000000001 36.149599)
123,2016.0,1,COMMERCIAL,2396213.0,37210,"(36.140869, -86.738847)",36.140869,-86.73884,POINT (-86.73884 36.140869)
124,2016.0,1,RESIDENTIAL,3010153.0,37208,"(36.176427, -86.805176)",36.176427,-86.80517,POINT (-86.80517 36.176427)
125,2016.0,1,COMMERCIAL,3862540.0,37213,"(36.167552, -86.767564)",36.167552,-86.76756,POINT (-86.76756 36.167552)
126,2016.0,1,COMMERCIAL,7105235.0,37219,"(36.167467, -86.783669)",36.167467,-86.78366,POINT (-86.78366 36.167467)
127,2016.0,1,RESIDENTIAL,6709175.0,37214,"(36.168995, -86.667231)",36.168995,-86.66723,POINT (-86.66723 36.168995)
128,2016.0,1,OUTDOOR LIGHTING,248.0,37228,"(36.193837, -86.803025)",36.193837,-86.80302,POINT (-86.80302 36.193837)
129,2016.0,1,RESIDENTIAL,4295456.0,37216,"(36.216134, -86.726204)",36.216134,-86.72620,POINT (-86.72620000000001 36.216134)
130,2016.0,1,SEASONAL CUSTOMER,640.0,37205,"(36.112469, -86.867263)",36.112469,-86.86726,POINT (-86.86726 36.112469)
131,2016.0,1,COMMERCIAL,868600.0,37229,"(36.166687, -86.779932)",36.166687,-86.77993,POINT (-86.77992999999999 36.166687)
132,2016.0,1,RESIDENTIAL,448305.0,37066,"(36.387698, -86.459057)",36.387698,-86.45905,POINT (-86.45905 36.387698)
133,2016.0,1,COMMERCIAL,1444978.0,37013,"(36.049335, -86.641832)",36.049335,-86.64183,POINT (-86.64183 36.049335)
134,2016.0,1,COMMERCIAL,1883775.0,37075,"(36.323052, -86.60557)",36.323052,-86.60557,POINT (-86.60557 36.323052)
135,2016.0,1,SEASONAL CUSTOMER,2157.0,37086,"(36.014912, -86.5643)",36.014912,,POINT (nan 36.014912)
136,2016.0,1,RESIDENTIAL,5304096.0,37218,"(36.210699, -86.866798)",36.210699,-86.86679,POINT (-86.86678999999999 36.210699)
137,2016.0,1,COMMERCIAL,2863788.0,37211,"(36.069132, -86.724578)",36.069132,-86.72457,POINT (-86.72457 36.069132)
138,2016.0,1,COMMERCIAL,40553.0,37073,"(36.42764, -86.812249)",86.812249,-86.81224,POINT (-86.81224 86.81224899999999)
139,2016.0,1,RESIDENTIAL,8214641.0,37115,"(36.262567, -86.704171)",36.262567,-86.70417,POINT (-86.70417 36.262567)
140,2016.0,1,COMMERCIAL,54399292.0,37203,"(36.150195, -86.790206)",36.150195,-86.79020,POINT (-86.7902 36.150195)
141,2016.0,1,COMMERCIAL,9216844.0,37115,"(36.262567, -86.704171)",36.262567,-86.70417,POINT (-86.70417 36.262567)
142,2016.0,1,COMMERCIAL,2276240.0,37243,"(36.166899, -86.77672)",36.166899,-86.77672,POINT (-86.77672 36.166899)
143,2016.0,1,COMMERCIAL,865.0,37227,"(36.129798, -86.666977)",36.129798,-86.66697,POINT (-86.66697000000001 36.129798)
144,2016.0,1,OUTDOOR LIGHTING,0.0,37076,"(36.175185, -86.5933)",36.175185,,POINT (nan 36.175185)
145,2016.0,1,OUTDOOR LIGHTING,3727.0,37214,"(36.168995, -86.667231)",36.168995,-86.66723,POINT (-86.66723 36.168995)
146,2016.0,1,RESIDENTIAL,8262688.0,37075,"(36.323052, -86.60557)",36.323052,-86.60557,POINT (-86.60557 36.323052)
147,2016.0,1,OUTDOOR LIGHTING,26295.0,37212,"(36.133256, -86.801456)",36.133256,-86.80145,POINT (-86.80145 36.133256)
148,2016.0,1,COMMERCIAL,1576115.0,37220,"(36.06788, -86.776955)",86.776955,-86.77695,POINT (-86.77695 86.776955)
149,2016.0,1,OUTDOOR LIGHTING,83404.0,37208,"(36.176427, -86.805176)",36.176427,-86.80517,POINT (-86.80517 36.176427)
150,2016.0,1,OUTDOOR LIGHTING,586.0,37203,"(36.150195, -86.790206)",36.150195,-86.79020,POINT (-86.7902 36.150195)
151,2016.0,1,RESIDENTIAL,965556.0,37203,"(36.150195, -86.790206)",36.150195,-86.79020,POINT (-86.7902 36.150195)
152,2016.0,1,COMMERCIAL,8019309.0,37201,"(36.164553, -86.776977)",36.164553,-86.77697,POINT (-86.77697000000001 36.164553)
153,2016.0,1,COMMERCIAL,79410.0,37243,"(36.166899, -86.77672)",36.166899,-86.77672,POINT (-86.77672 36.166899)
154,2016.0,1,RESIDENTIAL,656651.0,37122,"(36.187906, -86.500085)",36.187906,-86.50008,POINT (-86.50008 36.187906)
155,2016.0,1,RESIDENTIAL,6650559.0,37215,"(36.091316, -86.827959)",36.091316,-86.82795,POINT (-86.82795 36.091316)
156,2016.0,1,COMMERCIAL,44160.0,37073,"(36.42764, -86.812249)",86.812249,-86.81224,POINT (-86.81224 86.81224899999999)
157,2016.0,1,RESIDENTIAL,62057.0,37201,"(36.164553, -86.776977)",36.164553,-86.77697,POINT (-86.77697000000001 36.164553)
158,2016.0,1,COMMERCIAL,5487.0,37122,"(36.187906, -86.500085)",36.187906,-86.50008,POINT (-86.50008 36.187906)
159,2016.0,1,COMMERCIAL,8762927.0,37072,"(36.350389, -86.731255)",36.350389,-86.73125,POINT (-86.73125 36.350389)
160,2016.0,1,COMMERCIAL,970756.0,37206,"(36.18095, -86.739624)",86.739624,-86.73962,POINT (-86.73962 86.73962400000001)
161,2016.0,1,OUTDOOR LIGHTING,10125.0,37027,"(36.00245, -86.778709)",86.778709,-86.77870,POINT (-86.7787 86.77870900000001)
162,2016.0,1,COMMERCIAL,8924418.0,37205,"(36.112469, -86.867263)",36.112469,-86.86726,POINT (-86.86726 36.112469)
163,2016.0,1,RESIDENTIAL,669125.0,37143,"(36.12259, -87.03587)",,-87.03587,POINT (-87.03587 nan)
164,2016.0,1,COMMERCIAL,8600118.0,37212,"(36.133256, -86.801456)",36.133256,-86.80145,POINT (-86.80145 36.133256)
165,2015.0,8,COMCOMM > 50 KW,8257562.0,,,,,POINT (nan nan)
166,2015.0,8,OLMOLB METERED,21281.0,37208,"(36.176427, -86.805176)",36.176427,-86.80517,POINT (-86.80517 36.176427)
167,2015.0,8,COMCOMM > 50 KW,6517747.0,37204,"(36.109305, -86.776748)",36.109305,-86.77674,POINT (-86.77674 36.109305)
168,2015.0,8,COMCOMM > 50 KW,398400.0,37242,"(36.165017, -86.782171)",36.165017,-86.78217,POINT (-86.78216999999999 36.165017)
169,2015.0,8,COMCOMM > 50 KW,31900.0,,,,,POINT (nan nan)
170,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,181220.0,,,,,POINT (nan nan)
171,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2148.0,,,,,POINT (nan nan)
172,2015.0,8,COMCOMM > 50 KW,7483595.0,,,,,POINT (nan nan)
173,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,8247410.0,,,,,POINT (nan nan)
174,2015.0,8,OLMOLB METERED,2303.0,37206,"(36.18095, -86.739624)",86.739624,-86.73962,POINT (-86.73962 86.73962400000001)
175,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,669084.0,37066,"(36.387698, -86.459057)",36.387698,-86.45905,POINT (-86.45905 36.387698)
176,2015.0,8,COMCOMM > 50 KW,10749731.0,37210,"(36.140869, -86.738847)",36.140869,-86.73884,POINT (-86.73884 36.140869)
177,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1656933.0,37214,"(36.168995, -86.667231)",36.168995,-86.66723,POINT (-86.66723 36.168995)
178,2015.0,8,COMCOMM > 50 KW,9106796.0,37205,"(36.112469, -86.867263)",36.112469,-86.86726,POINT (-86.86726 36.112469)
179,2015.0,8,COMCOMM > 50 KW,40.0,37234,"(36.159965, -86.783617)",36.159965,-86.78361,POINT (-86.78361 36.159965)
180,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,63398.0,37201,"(36.164553, -86.776977)",36.164553,-86.77697,POINT (-86.77697000000001 36.164553)
181,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2970048.0,37203,"(36.150195, -86.790206)",36.150195,-86.79020,POINT (-86.7902 36.150195)
182,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1266980.0,37013,"(36.049335, -86.641832)",36.049335,-86.64183,POINT (-86.64183 36.049335)
183,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1072968.0,37189,"(36.279393, -86.826731)",36.279393,-86.82673,POINT (-86.82673 36.279393)
184,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,9846069.0,37221,"(36.064367, -86.96029)",36.064367,-86.96029,POINT (-86.96029 36.064367)
185,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1119183.0,37205,"(36.112469, -86.867263)",36.112469,-86.86726,POINT (-86.86726 36.112469)
186,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,10546344.0,37075,"(36.323052, -86.60557)",36.323052,-86.60557,POINT (-86.60557 36.323052)
187,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1313389.0,37206,"(36.18095, -86.739624)",86.739624,-86.73962,POINT (-86.73962 86.73962400000001)
188,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2960268.0,37209,"(36.149599, -86.874487)",36.149599,-86.87448,POINT (-86.87448000000001 36.149599)
189,2015.0,8,COMCOMM > 50 KW,1369193.0,37138,"(36.239455, -86.611783)",36.239455,-86.61178,POINT (-86.61178 36.239455)
190,2015.0,8,COMCOMM > 50 KW,6129815.0,37228,"(36.193837, -86.803025)",36.193837,-86.80302,POINT (-86.80302 36.193837)
191,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,4726591.0,37218,"(36.210699, -86.866798)",36.210699,-86.86679,POINT (-86.86678999999999 36.210699)
192,2015.0,8,OLMOLB METERED,2077.0,37138,"(36.239455, -86.611783)",36.239455,-86.61178,POINT (-86.61178 36.239455)
193,2015.0,8,OLMOLB METERED,6833.0,37214,"(36.168995, -86.667231)",36.168995,-86.66723,POINT (-86.66723 36.168995)
194,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,1072206.0,37189,"(36.279393, -86.826731)",36.279393,-86.82673,POINT (-86.82673 36.279393)
195,2015.0,8,OLMOLB METERED,0.0,37218,"(36.210699, -86.866798)",36.210699,-86.86679,POINT (-86.86678999999999 36.210699)
196,2015.0,8,COMCOMM > 50 KW,12423075.0,37209,"(36.149599, -86.874487)",36.149599,-86.87448,POINT (-86.87448000000001 36.149599)
197,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,105202.0,37220,"(36.06788, -86.776955)",86.776955,-86.77695,POINT (-86.77695 86.776955)
198,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,30339.0,37143,"(36.12259, -87.03587)",,-87.03587,POINT (-87.03587 nan)
199,2015.0,2,RESRESIDENTIAL                SRSRESID. SUPPL.,9515213.0,,,,,POINT (nan nan)
200,2015.0,8,COMCOMM > 50 KW,6467723.0,37072,"(36.350389, -86.731255)",36.350389,-86.73125,POINT (-86.73125 36.350389)
201,2015.0,8,COMCOMM > 50 KW,347700.0,37229,"(36.166687, -86.779932)",36.166687,-86.77993,POINT (-86.77992999999999 36.166687)
