,year,month,customer_type,monthly_usage(kWh),zip_code,geometry
0,2015.0,10,COMMERCIAL,216867.0,37219,"(36.167467, -86.783669)"
1,2015.0,9,COMMERCIAL,153407.0,37213,"(36.167552, -86.767564)"
2,2016.0,4,OUTDOOR LIGHTING,0.0,37076,
3,2016.0,4,COMMERCIAL,1149364.0,37214,
4,2016.0,1,COMMERCIAL,939818.0,37208,"(36.176427, -86.805176)"
5,2016.0,1,RESIDENTIAL,4032207.0,37206,"(36.18095, -86.739624)"
6,2016.0,1,RESIDENTIAL,833727.0,37015,"(36.29003, -87.070106)"
7,2016.0,1,COMMERCIAL,10306428.0,37217,"(36.106646, -86.667608)"
8,2016.0,1,OUTDOOR LIGHTING,0.0,37218,"(36.210699, -86.866798)"
9,2016.0,1,OUTDOOR LIGHTING,37251.0,37075,"(36.323052, -86.60557)"
10,2016.0,1,COMMERCIAL,6754.0,37135,"(35.946013, -86.661944)"
11,2016.0,1,COMMERCIAL,302616.0,37066,"(36.387698, -86.459057)"
12,2016.0,1,COMMERCIAL,849412.0,37205,"(36.112469, -86.867263)"
13,2016.0,1,COMMERCIAL,2140612.0,37209,"(36.149599, -86.874487)"
14,2016.0,1,COMMERCIAL,511764.0,37080,"(36.331509, -86.915843)"
15,2016.0,1,OUTDOOR LIGHTING,1347.0,37206,"(36.18095, -86.739624)"
16,2016.0,1,RESIDENTIAL,7313534.0,37205,"(36.112469, -86.867263)"
17,2016.0,1,COMMERCIAL,24607165.0,37214,"(36.168995, -86.667231)"
18,2016.0,1,RESIDENTIAL,16520.0,37243,"(36.166899, -86.77672)"
19,2016.0,1,OUTDOOR LIGHTING,800.0,37138,"(36.239455, -86.611783)"
20,2016.0,1,COMMERCIAL,13104069.0,37204,"(36.109305, -86.776748)"
21,2016.0,1,COMMERCIAL,28179.0,37066,"(36.387698, -86.459057)"
22,2016.0,1,RESIDENTIAL,2167596.0,37204,"(36.109305, -86.776748)"
23,2016.0,1,COMMERCIAL,336000.0,37242,"(36.165017, -86.782171)"
24,2016.0,1,COMMERCIAL,4981004.0,37218,"(36.210699, -86.866798)"
25,2016.0,1,COMMERCIAL,637662.0,37216,"(36.216134, -86.726204)"
26,2016.0,1,COMMERCIAL,13206729.0,37207,"(36.224945, -86.775061)"
27,2016.0,1,OUTDOOR LIGHTING,179.0,37207,"(36.224945, -86.775061)"
28,2016.0,1,OUTDOOR LIGHTING,700.0,37220,"(36.06788, -86.776955)"
29,2016.0,1,OUTDOOR LIGHTING,6302.0,37221,"(36.064367, -86.96029)"
30,2016.0,1,COMMERCIAL,502996.0,37218,"(36.210699, -86.866798)"
31,2016.0,1,RESIDENTIAL,2271351.0,37220,"(36.06788, -86.776955)"
32,2016.0,1,OUTDOOR LIGHTING,256.0,37115,"(36.262567, -86.704171)"
33,2016.0,1,OUTDOOR LIGHTING,1640.0,37216,"(36.216134, -86.726204)"
34,2016.0,1,RESIDENTIAL,6205021.0,37221,"(36.064367, -86.96029)"
35,2016.0,1,COMMERCIAL,2888524.0,37216,"(36.216134, -86.726204)"
36,2016.0,1,OUTDOOR LIGHTING,466.0,37217,"(36.106646, -86.667608)"
37,2016.0,1,RESIDENTIAL,4501305.0,37086,"(36.014912, -86.5643)"
38,2016.0,1,RESIDENTIAL,3889596.0,37217,"(36.106646, -86.667608)"
39,2016.0,1,RESIDENTIAL,7743213.0,37072,"(36.350389, -86.731255)"
40,2016.0,1,RESIDENTIAL,181014.0,37135,"(35.946013, -86.661944)"
41,2016.0,1,COMMERCIAL,171601.0,37213,"(36.167552, -86.767564)"
42,2016.0,1,COMMERCIAL,1069447.0,37189,"(36.279393, -86.826731)"
43,2016.0,1,RESIDENTIAL,6808721.0,37027,"(36.00245, -86.778709)"
44,2016.0,1,OUTDOOR LIGHTING,8669.0,37204,"(36.109305, -86.776748)"
45,2016.0,1,COMMERCIAL,51720.0,37152,"(36.396526, -86.765833)"
46,2016.0,1,COMMERCIAL,6639860.0,37076,"(36.175185, -86.5933)"
47,2016.0,1,COMMERCIAL,259361.0,37220,"(36.06788, -86.776955)"
48,2016.0,1,RESIDENTIAL,8287184.0,37211,"(36.069132, -86.724578)"
49,2016.0,1,RESIDENTIAL,1883052.0,37080,"(36.331509, -86.915843)"
50,2016.0,1,COMMERCIAL,1599527.0,37189,"(36.279393, -86.826731)"
51,2016.0,1,COMMERCIAL,1540869.0,37207,"(36.224945, -86.775061)"
52,2016.0,1,RESIDENTIAL,1625581.0,37212,"(36.133256, -86.801456)"
53,2016.0,1,RESIDENTIAL,461.0,37213,"(36.167552, -86.767564)"
54,2016.0,1,RESIDENTIAL,46367.0,37228,"(36.193837, -86.803025)"
55,2016.0,1,COMMERCIAL,1506851.0,37204,"(36.109305, -86.776748)"
56,2016.0,1,COMMERCIAL,15076687.0,37208,"(36.176427, -86.805176)"
57,2016.0,1,COMMERCIAL,12725654.0,37013,"(36.049335, -86.641832)"
58,2016.0,1,COMMERCIAL,13026.0,37152,"(36.396526, -86.765833)"
59,2016.0,1,COMMERCIAL,1017274.0,37027,"(36.00245, -86.778709)"
60,2016.0,1,OUTDOOR LIGHTING,0.0,37080,"(36.331509, -86.915843)"
61,2016.0,1,COMMERCIAL,655683.0,37086,"(36.014912, -86.5643)"
62,2016.0,1,COMMERCIAL,4854011.0,37215,"(36.091316, -86.827959)"
63,2016.0,1,SEASONAL CUSTOMER,8200.0,37210,"(36.140869, -86.738847)"
64,2016.0,1,COMMERCIAL,5035.0,37015,"(36.29003, -87.070106)"
65,2016.0,1,COMMERCIAL,28054.0,37143,"(36.12259, -87.03587)"
66,2016.0,1,SEASONAL CUSTOMER,0.0,37212,"(36.133256, -86.801456)"
67,2016.0,1,RESIDENTIAL,8114.0,37152,"(36.396526, -86.765833)"
68,2016.0,1,COMMERCIAL,4938048.0,37228,"(36.193837, -86.803025)"
69,2016.0,1,COMMERCIAL,8221125.0,37075,"(36.323052, -86.60557)"
70,2016.0,1,OUTDOOR LIGHTING,3411.0,37215,"(36.091316, -86.827959)"
71,2016.0,1,COMMERCIAL,25251510.0,37209,"(36.149599, -86.874487)"
72,2016.0,1,RESIDENTIAL,88599.0,37073,"(36.42764, -86.812249)"
73,2016.0,1,COMMERCIAL,184315.0,37201,"(36.164553, -86.776977)"
74,2016.0,1,COMMERCIAL,1000319.0,37076,"(36.175185, -86.5933)"
75,2016.0,1,COMMERCIAL,261735.0,37080,"(36.331509, -86.915843)"
76,2016.0,1,COMMERCIAL,2040109.0,37203,"(36.150195, -86.790206)"
77,2016.0,1,OUTDOOR LIGHTING,9741.0,37209,"(36.149599, -86.874487)"
78,2016.0,1,OUTDOOR LIGHTING,4319.0,37205,"(36.112469, -86.867263)"
79,2016.0,1,RESIDENTIAL,10101618.0,37013,"(36.049335, -86.641832)"
80,2016.0,1,COMMERCIAL,40.0,37234,"(36.159965, -86.783617)"
81,2016.0,1,COMMERCIAL,1219238.0,37215,"(36.091316, -86.827959)"
82,2016.0,1,COMMERCIAL,1388802.0,37072,"(36.350389, -86.731255)"
83,2016.0,1,COMMERCIAL,1379797.0,37214,"(36.168995, -86.667231)"
84,2016.0,1,RESIDENTIAL,1186010.0,37189,"(36.279393, -86.826731)"
85,2016.0,1,RESIDENTIAL,6307370.0,37076,"(36.175185, -86.5933)"
86,2016.0,1,COMMERCIAL,230295.0,37228,"(36.193837, -86.803025)"
87,2016.0,1,RESIDENTIAL,511155.0,37069,"(35.985493, -86.899213)"
88,2016.0,1,COMMERCIAL,3461093.0,37221,"(36.064367, -86.96029)"
89,2016.0,1,COMMERCIAL,22081204.0,37210,"(36.140869, -86.738847)"
90,2016.0,1,COMMERCIAL,851735.0,37212,"(36.133256, -86.801456)"
91,2016.0,1,OUTDOOR LIGHTING,9113.0,37210,"(36.140869, -86.738847)"
92,2016.0,1,COMMERCIAL,66277.0,37015,"(36.29003, -87.070106)"
93,2016.0,1,COMMERCIAL,3231976.0,37206,"(36.18095, -86.739624)"
94,2016.0,1,OUTDOOR LIGHTING,6371.0,37086,"(36.014912, -86.5643)"
95,2016.0,1,RESIDENTIAL,4682562.0,37138,"(36.239455, -86.611783)"
96,2016.0,1,RESIDENTIAL,8291.0,37064,"(35.889628, -86.926986)"
97,2016.0,1,SEASONAL CUSTOMER,0.0,37072,"(36.350389, -86.731255)"
98,2016.0,1,COMMERCIAL,16076239.0,37211,"(36.069132, -86.724578)"
99,2016.0,1,COMMERCIAL,1412630.0,37217,"(36.106646, -86.667608)"
100,2016.0,1,COMMERCIAL,263592.0,37219,"(36.167467, -86.783669)"
101,2016.0,2,COMMERCIAL,529335.0,37080,
102,2016.0,1,RESIDENTIAL,37338.0,37082,"(36.08832, -87.117051)"
103,2016.0,1,COMMERCIAL,5624.0,37069,"(35.985493, -86.899213)"
104,2016.0,1,OUTDOOR LIGHTING,1660.0,37211,"(36.069132, -86.724578)"
105,2016.0,1,COMMERCIAL,21379001.0,37138,"(36.239455, -86.611783)"
106,2016.0,1,COMMERCIAL,1685462.0,37115,"(36.262567, -86.704171)"
107,2016.0,1,COMMERCIAL,66040.0,37069,"(35.985493, -86.899213)"
108,2016.0,1,COMMERCIAL,17271503.0,37086,"(36.014912, -86.5643)"
109,2016.0,1,COMMERCIAL,504044.0,37138,"(36.239455, -86.611783)"
110,2016.0,1,RESIDENTIAL,9398417.0,37207,"(36.224945, -86.775061)"
111,2016.0,1,COMMERCIAL,464.0,37082,"(36.08832, -87.117051)"
112,2016.0,1,COMMERCIAL,16600.0,37202,"(36.158527, -86.782923)"
113,2016.0,1,OUTDOOR LIGHTING,966.0,37072,"(36.350389, -86.731255)"
114,2016.0,1,OUTDOOR LIGHTING,3895.0,37013,"(36.049335, -86.641832)"
115,2016.0,1,COMMERCIAL,249000.0,37238,"(36.166067, -86.779698)"
116,2016.0,1,COMMERCIAL,970257.0,37221,"(36.064367, -86.96029)"
117,2016.0,1,COMMERCIAL,10371052.0,37027,"(36.00245, -86.778709)"
118,2016.0,1,COMMERCIAL,504000.0,,
119,2016.0,1,RESIDENTIAL,31709.0,37219,"(36.167467, -86.783669)"
120,2016.0,1,RESIDENTIAL,2489765.0,37210,"(36.140869, -86.738847)"
121,2016.0,1,OUTDOOR LIGHTING,0.0,37189,"(36.279393, -86.826731)"
122,2016.0,1,RESIDENTIAL,4825946.0,37209,"(36.149599, -86.874487)"
123,2016.0,1,COMMERCIAL,2396213.0,37210,"(36.140869, -86.738847)"
124,2016.0,1,RESIDENTIAL,3010153.0,37208,"(36.176427, -86.805176)"
125,2016.0,1,COMMERCIAL,3862540.0,37213,"(36.167552, -86.767564)"
126,2016.0,1,COMMERCIAL,7105235.0,37219,"(36.167467, -86.783669)"
127,2016.0,1,RESIDENTIAL,6709175.0,37214,"(36.168995, -86.667231)"
128,2016.0,1,OUTDOOR LIGHTING,248.0,37228,"(36.193837, -86.803025)"
129,2016.0,1,RESIDENTIAL,4295456.0,37216,"(36.216134, -86.726204)"
130,2016.0,1,SEASONAL CUSTOMER,640.0,37205,"(36.112469, -86.867263)"
131,2016.0,1,COMMERCIAL,868600.0,37229,"(36.166687, -86.779932)"
132,2016.0,1,RESIDENTIAL,448305.0,37066,"(36.387698, -86.459057)"
133,2016.0,1,COMMERCIAL,1444978.0,37013,"(36.049335, -86.641832)"
134,2016.0,1,COMMERCIAL,1883775.0,37075,"(36.323052, -86.60557)"
135,2016.0,1,SEASONAL CUSTOMER,2157.0,37086,"(36.014912, -86.5643)"
136,2016.0,1,RESIDENTIAL,5304096.0,37218,"(36.210699, -86.866798)"
137,2016.0,1,COMMERCIAL,2863788.0,37211,"(36.069132, -86.724578)"
138,2016.0,1,COMMERCIAL,40553.0,37073,"(36.42764, -86.812249)"
139,2016.0,1,RESIDENTIAL,8214641.0,37115,"(36.262567, -86.704171)"
140,2016.0,1,COMMERCIAL,54399292.0,37203,"(36.150195, -86.790206)"
141,2016.0,1,COMMERCIAL,9216844.0,37115,"(36.262567, -86.704171)"
142,2016.0,1,COMMERCIAL,2276240.0,37243,"(36.166899, -86.77672)"
143,2016.0,1,COMMERCIAL,865.0,37227,"(36.129798, -86.666977)"
144,2016.0,1,OUTDOOR LIGHTING,0.0,37076,"(36.175185, -86.5933)"
145,2016.0,1,OUTDOOR LIGHTING,3727.0,37214,"(36.168995, -86.667231)"
146,2016.0,1,RESIDENTIAL,8262688.0,37075,"(36.323052, -86.60557)"
147,2016.0,1,OUTDOOR LIGHTING,26295.0,37212,"(36.133256, -86.801456)"
148,2016.0,1,COMMERCIAL,1576115.0,37220,"(36.06788, -86.776955)"
149,2016.0,1,OUTDOOR LIGHTING,83404.0,37208,"(36.176427, -86.805176)"
150,2016.0,1,OUTDOOR LIGHTING,586.0,37203,"(36.150195, -86.790206)"
151,2016.0,1,RESIDENTIAL,965556.0,37203,"(36.150195, -86.790206)"
152,2016.0,1,COMMERCIAL,8019309.0,37201,"(36.164553, -86.776977)"
153,2016.0,1,COMMERCIAL,79410.0,37243,"(36.166899, -86.77672)"
154,2016.0,1,RESIDENTIAL,656651.0,37122,"(36.187906, -86.500085)"
155,2016.0,1,RESIDENTIAL,6650559.0,37215,"(36.091316, -86.827959)"
156,2016.0,1,COMMERCIAL,44160.0,37073,"(36.42764, -86.812249)"
157,2016.0,1,RESIDENTIAL,62057.0,37201,"(36.164553, -86.776977)"
158,2016.0,1,COMMERCIAL,5487.0,37122,"(36.187906, -86.500085)"
159,2016.0,1,COMMERCIAL,8762927.0,37072,"(36.350389, -86.731255)"
160,2016.0,1,COMMERCIAL,970756.0,37206,"(36.18095, -86.739624)"
161,2016.0,1,OUTDOOR LIGHTING,10125.0,37027,"(36.00245, -86.778709)"
162,2016.0,1,COMMERCIAL,8924418.0,37205,"(36.112469, -86.867263)"
163,2016.0,1,RESIDENTIAL,669125.0,37143,"(36.12259, -87.03587)"
164,2016.0,1,COMMERCIAL,8600118.0,37212,"(36.133256, -86.801456)"
165,2015.0,8,COMCOMM > 50 KW,8257562.0,,
166,2015.0,8,OLMOLB METERED,21281.0,37208,"(36.176427, -86.805176)"
167,2015.0,8,COMCOMM > 50 KW,6517747.0,37204,"(36.109305, -86.776748)"
168,2015.0,8,COMCOMM > 50 KW,398400.0,37242,"(36.165017, -86.782171)"
169,2015.0,8,COMCOMM > 50 KW,31900.0,,
170,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,181220.0,,
171,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2148.0,,
172,2015.0,8,COMCOMM > 50 KW,7483595.0,,
173,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,8247410.0,,
174,2015.0,8,OLMOLB METERED,2303.0,37206,"(36.18095, -86.739624)"
175,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,669084.0,37066,"(36.387698, -86.459057)"
176,2015.0,8,COMCOMM > 50 KW,10749731.0,37210,"(36.140869, -86.738847)"
177,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1656933.0,37214,"(36.168995, -86.667231)"
178,2015.0,8,COMCOMM > 50 KW,9106796.0,37205,"(36.112469, -86.867263)"
179,2015.0,8,COMCOMM > 50 KW,40.0,37234,"(36.159965, -86.783617)"
180,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,63398.0,37201,"(36.164553, -86.776977)"
181,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2970048.0,37203,"(36.150195, -86.790206)"
182,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1266980.0,37013,"(36.049335, -86.641832)"
183,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1072968.0,37189,"(36.279393, -86.826731)"
184,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,9846069.0,37221,"(36.064367, -86.96029)"
185,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1119183.0,37205,"(36.112469, -86.867263)"
186,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,10546344.0,37075,"(36.323052, -86.60557)"
187,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1313389.0,37206,"(36.18095, -86.739624)"
188,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2960268.0,37209,"(36.149599, -86.874487)"
189,2015.0,8,COMCOMM > 50 KW,1369193.0,37138,"(36.239455, -86.611783)"
190,2015.0,8,COMCOMM > 50 KW,6129815.0,37228,"(36.193837, -86.803025)"
191,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,4726591.0,37218,"(36.210699, -86.866798)"
192,2015.0,8,OLMOLB METERED,2077.0,37138,"(36.239455, -86.611783)"
193,2015.0,8,OLMOLB METERED,6833.0,37214,"(36.168995, -86.667231)"
194,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,1072206.0,37189,"(36.279393, -86.826731)"
195,2015.0,8,OLMOLB METERED,0.0,37218,"(36.210699, -86.866798)"
196,2015.0,8,COMCOMM > 50 KW,12423075.0,37209,"(36.149599, -86.874487)"
197,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,105202.0,37220,"(36.06788, -86.776955)"
198,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,30339.0,37143,"(36.12259, -87.03587)"
199,2015.0,2,RESRESIDENTIAL                SRSRESID. SUPPL.,9515213.0,,
200,2015.0,8,COMCOMM > 50 KW,6467723.0,37072,"(36.350389, -86.731255)"
201,2015.0,8,COMCOMM > 50 KW,347700.0,37229,"(36.166687, -86.779932)"
202,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1264719.0,37212,"(36.133256, -86.801456)"
203,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1790369.0,37072,"(36.350389, -86.731255)"
204,2015.0,8,SEASEAS > 50 KW,0.0,37210,"(36.140869, -86.738847)"
205,2015.0,8,OLMOLB METERED,16749.0,37027,"(36.00245, -86.778709)"
206,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,5674119.0,37209,"(36.149599, -86.874487)"
207,2015.0,8,COMCOMM > 50 KW,1607902.0,37189,"(36.279393, -86.826731)"
208,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,23143.0,37073,"(36.42764, -86.812249)"
209,2015.0,8,COMCOMM > 50 KW,11999926.0,37212,"(36.133256, -86.801456)"
210,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,2569066.0,37212,"(36.133256, -86.801456)"
211,2015.0,8,COMCOMM > 50 KW,12922243.0,37214,"(36.168995, -86.667231)"
212,2015.0,8,SEASEAS > 50 KW,0.0,37212,"(36.133256, -86.801456)"
213,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,67230.0,37015,"(36.29003, -87.070106)"
214,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,5472095.0,37214,"(36.168995, -86.667231)"
215,2015.0,8,COMCOMM > 50 KW,2437380.0,37243,"(36.166899, -86.77672)"
216,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,3840508.0,37206,"(36.18095, -86.739624)"
217,2015.0,8,COMCOMM > 50 KW,69268.0,37066,"(36.387698, -86.459057)"
218,2015.0,8,COMCOMM > 50 KW,8643173.0,37027,"(36.00245, -86.778709)"
219,2015.0,8,COMCOMM > 50 KW,99000.0,37238,"(36.166067, -86.779698)"
220,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,4549173.0,37138,"(36.239455, -86.611783)"
221,2015.0,8,OLMOLB METERED,8408.0,37221,"(36.064367, -86.96029)"
222,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,44267.0,37228,"(36.193837, -86.803025)"
223,2015.0,8,OLMOLB METERED,0.0,37189,"(36.279393, -86.826731)"
224,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,7178130.0,37115,"(36.262567, -86.704171)"
225,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,585.0,37082,"(36.08832, -87.117051)"
226,2015.0,8,OLMOLB METERED,13963.0,37209,"(36.149599, -86.874487)"
227,2015.0,8,OLMOLB METERED,606.0,37228,"(36.193837, -86.803025)"
228,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,1034845.0,37217,"(36.106646, -86.667608)"
229,2016.0,4,RESIDENTIAL,6476.0,37064,
230,2015.0,8,OLMOLB METERED,1938.0,37217,"(36.106646, -86.667608)"
231,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,121536.0,37243,"(36.166899, -86.77672)"
232,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,292054.0,,
233,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1069391.0,,
234,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,34344.0,37082,"(36.08832, -87.117051)"
235,2015.0,8,OLMOLB METERED,14300.0,37211,"(36.069132, -86.724578)"
236,2015.0,8,COMCOMM > 50 KW,9283580.0,37075,"(36.323052, -86.60557)"
237,2015.0,8,OLMOLB METERED,2400.0,37080,"(36.331509, -86.915843)"
238,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1126839.0,37076,"(36.175185, -86.5933)"
239,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,4052822.0,,
240,2015.0,8,OLMOLB METERED,52460.0,37075,"(36.323052, -86.60557)"
241,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,2746212.0,37086,"(36.014912, -86.5643)"
242,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,263936.0,37228,"(36.193837, -86.803025)"
243,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,26771.0,37243,"(36.166899, -86.77672)"
244,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,865821.0,37216,"(36.216134, -86.726204)"
245,2015.0,8,SEASEAS > 50 KW,34400.0,37205,"(36.112469, -86.867263)"
246,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,10749352.0,37215,"(36.091316, -86.827959)"
247,2015.0,8,COMCOMM > 50 KW,684000.0,,
248,2015.0,8,COMCOMM > 50 KW,90560.0,37069,"(35.985493, -86.899213)"
249,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,696362.0,37122,"(36.187906, -86.500085)"
250,2015.0,8,OLMOLB METERED,41654.0,37212,"(36.133256, -86.801456)"
251,2015.0,8,COMCOMM > 50 KW,34673669.0,37203,"(36.150195, -86.790206)"
252,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,8013.0,37152,"(36.396526, -86.765833)"
253,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,7087647.0,37013,"(36.049335, -86.641832)"
254,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,1115691.0,37203,"(36.150195, -86.790206)"
255,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,25897.0,37152,"(36.396526, -86.765833)"
256,2015.0,8,COMCOMM > 50 KW,14581424.0,37211,"(36.069132, -86.724578)"
257,2015.0,4,COMCOMM =< 50 KW              COMCOMM 3-PHASE,4852.0,,
258,2015.0,8,COMCOMM > 50 KW,10573874.0,37115,"(36.262567, -86.704171)"
259,2015.0,8,OLMOLB METERED,3970.0,37013,"(36.049335, -86.641832)"
260,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,6944.0,37064,"(35.889628, -86.926986)"
261,2015.0,2,COMCOMM =< 50 KW              COMCOMM 3-PHASE,7160.0,,
262,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,582506.0,37138,"(36.239455, -86.611783)"
263,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2022349.0,37207,"(36.224945, -86.775061)"
264,2015.0,8,COMCOMM > 50 KW,3450527.0,37206,"(36.18095, -86.739624)"
265,2015.0,8,COMCOMM > 50 KW,6435801.0,37215,"(36.091316, -86.827959)"
266,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,32506.0,37219,"(36.167467, -86.783669)"
267,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,733088.0,37210,"(36.140869, -86.738847)"
268,2015.0,8,COMCOMM > 50 KW,6498840.0,37219,"(36.167467, -86.783669)"
269,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,706808.0,37143,"(36.12259, -87.03587)"
270,2015.0,8,COMCOMM > 50 KW,117900.0,37227,"(36.129798, -86.666977)"
271,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,246523.0,37201,"(36.164553, -86.776977)"
272,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,7474936.0,37211,"(36.069132, -86.724578)"
273,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1146652.0,37217,"(36.106646, -86.667608)"
274,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,814394.0,37015,"(36.29003, -87.070106)"
275,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,972375.0,37069,"(35.985493, -86.899213)"
276,2015.0,8,COMCOMM > 50 KW,4444528.0,37221,"(36.064367, -86.96029)"
277,2015.0,8,COMCOMM > 50 KW,5888256.0,37208,"(36.176427, -86.805176)"
278,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1310251.0,37208,"(36.176427, -86.805176)"
279,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,7117.0,37122,"(36.187906, -86.500085)"
280,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,1003.0,37213,"(36.167552, -86.767564)"
281,2015.0,8,COMCOMM > 50 KW,54320.0,37073,"(36.42764, -86.812249)"
282,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,2040744.0,37220,"(36.06788, -86.776955)"
283,2015.0,8,COMCOMM > 50 KW,4650.0,37015,"(36.29003, -87.070106)"
284,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,8649005.0,37207,"(36.224945, -86.775061)"
285,2015.0,8,COMCOMM > 50 KW,599253.0,37080,"(36.331509, -86.915843)"
286,2015.0,8,OLMOLB METERED,1760.0,37203,"(36.150195, -86.790206)"
287,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,163747.0,37213,"(36.167552, -86.767564)"
288,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,387.0,37227,"(36.129798, -86.666977)"
289,2015.0,8,SEASEAS =< 50 KW,1320.0,37072,"(36.350389, -86.731255)"
290,2015.0,12,RESIDENTIAL,3105842.0,37138,"(36.239455, -86.611783)"
291,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,11295066.0,37205,"(36.112469, -86.867263)"
292,2015.0,8,COMCOMM > 50 KW,1753006.0,37213,"(36.167552, -86.767564)"
293,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1920673.0,37115,"(36.262567, -86.704171)"
294,2015.0,8,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2471607.0,37210,"(36.140869, -86.738847)"
295,2015.0,8,COMCOMM > 50 KW,5755819.0,37201,"(36.164553, -86.776977)"
296,2015.0,8,COMCOMM > 50 KW,5352523.0,37217,"(36.106646, -86.667608)"
297,2015.0,8,COMCOMM > 50 KW,5948530.0,37013,"(36.049335, -86.641832)"
298,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,2555488.0,37208,"(36.176427, -86.805176)"
299,2015.0,8,OLMOLB METERED,592.0,37115,"(36.262567, -86.704171)"
300,2015.0,8,RESRESIDENTIAL                SRSRESID. SUPPL.,5835953.0,37076,"(36.175185, -86.5933)"
301,2015.0,8,OLMOLB METERED,4137.0,37207,"(36.224945, -86.775061)"
